hunt_name,hunt_type,wma_location,start_date,end_date,permits_available,duration_days,decision_score,quality_score,rut_label,moon_label,competition_label,apps_per_permit_2025,applications_2025
Trim Cane - Youth Hunt 4,Deer Youth,Trim Cane,2027-01-16,2027-01-16,6,1,1.87,1.38,Post-Rut (Recovery Period),Good (Quarter Moon),Moderate,7.0,42
Hell Creek - Gun Hunt 1,Deer Gun,Hell Creek,2026-10-01,2026-10-04,25,4,1.86,1.8,Pre-Rut (Building Activity),Good (Quarter Moon),High,12.64,316
Muscadine Farms - (Washington Tract) Youth Hunt 9,Deer Youth,Muscadine Farms,2027-01-01,2027-01-03,1,3,1.86,2.22,Peak Rut (Prime Time),Good (Quarter Moon),Very High,24.0,24
Canemount - Gun Hunt 6,Deer Gun,Canemount,2026-12-31,2027-01-03,12,4,1.84,2.41,Peak Rut (Prime Time),Good (Quarter Moon),Extreme,69.83,838
Twin Oaks - PW Hunt 10,Deer Primitive Weapon,Twin Oaks,2026-12-06,2026-12-07,15,2,1.84,1.77,Pre-Rut (Building Activity),Good (Quarter Moon),High,13.13,197
Pascagoula River (LBTC Unit) - Youth Hunt 4,Deer Youth,Pascagoula River (LBTC Unit),2026-11-19,2026-11-22,6,4,1.83,1.55,Pre-Rut (Building Activity),Fair (Neutral),Unknown (new or unmatched),,
Pascagoula River (LBTC Unit) - Youth Hunt 5,Deer Youth,Pascagoula River (LBTC Unit),2026-11-26,2026-11-29,6,4,1.83,1.55,Pre-Rut (Building Activity),Fair (Neutral),Unknown (new or unmatched),,
Phil Bryant (Buck Bayou Unit) - Gun Hunt 7,Deer Gun,Phil Bryant (Buck Bayou Unit),2026-12-24,2026-12-25,12,2,1.82,1.75,Pre-Peak Rut (Chasing Activity),Fair (Neutral),High,15.75,189
Phil Bryant (Ten Point Unit) - Archery Hunt 8,Deer Archery,Phil Bryant (Ten Point Unit),2026-11-19,2026-11-22,24,4,1.81,1.73,Pre-Rut (Building Activity),Fair (Neutral),High,12.46,299
Phil Bryant (Ten Point Unit) - Archery Hunt 9,Deer Archery,Phil Bryant (Ten Point Unit),2026-11-26,2026-11-29,24,4,1.81,1.73,Pre-Rut (Building Activity),Fair (Neutral),High,13.75,330
Trim Cane - Youth Hunt 1,Deer Youth,Trim Cane,2026-12-19,2026-12-19,6,1,1.81,1.73,Pre-Peak Rut (Chasing Activity),Good (Quarter Moon),High,10.5,63
Pascagoula River (LBTC Unit) - Archery Hunt 1,Deer Archery,Pascagoula River (LBTC Unit),2026-10-15,2026-10-18,12,4,1.8,1.71,Pre-Rut (Building Activity),Good (Quarter Moon),High,11.0,132
Sky Lake - PW Hunt 4,Deer Primitive Weapon,Sky Lake,2026-12-03,2026-12-05,15,3,1.77,1.66,Pre-Rut (Building Activity),Good (Quarter Moon),High,16.33,245
Trim Cane - Senior Hunt 1,Deer Senior,Trim Cane,2026-12-05,2026-12-06,4,2,1.76,1.66,Pre-Rut (Building Activity),Good (Quarter Moon),High,13.25,53
Canemount - Archery Hunt 2,Deer Archery,Canemount,2026-10-08,2026-10-11,12,4,1.75,2.07,Pre-Rut (Building Activity),Excellent (New Moon Period),Very High,29.33,352
Mahannah - Archery Hunt 2,Deer Archery,Mahannah,2026-10-04,2026-10-05,20,2,1.75,1.64,Pre-Rut (Building Activity),Good (Quarter Moon),High,13.0,260
Mahannah - Archery Hunt 5,Deer Archery,Mahannah,2026-10-15,2026-10-16,20,2,1.75,1.64,Pre-Rut (Building Activity),Good (Quarter Moon),High,10.35,207
Natchez State Park - PW Hunt 5,Deer Primitive Weapon,Natchez State Park,2027-01-07,2027-01-10,12,4,1.75,2.07,Post-Rut (Recovery Period),Excellent (New Moon Period),Very High,30.5,366
Calling Panther - Archery Hunt 3,Deer Archery,Calling Panther,2026-10-15,2026-10-18,4,4,1.74,1.63,Pre-Rut (Building Activity),Good (Quarter Moon),High,19.75,79
Calling Panther - Archery Hunt 10,Deer Archery,Calling Panther,2026-12-03,2026-12-06,4,4,1.74,1.63,Pre-Rut (Building Activity),Good (Quarter Moon),High,18.5,74
Howard Miller - Youth Hunt 8,Deer Youth,Howard Miller,2026-12-27,2026-12-27,1,1,1.74,1.62,Pre-Peak Rut (Chasing Activity),Fair (Neutral),High,16.0,16
Natchez State Park - PW Hunt 1,Deer Primitive Weapon,Natchez State Park,2026-11-26,2026-11-29,12,4,1.73,1.61,Pre-Rut (Building Activity),Fair (Neutral),High,16.75,201
Mahannah - Archery Hunt 1,Deer Archery,Mahannah,2026-10-01,2026-10-02,20,2,1.72,1.6,Pre-Rut (Building Activity),Good (Quarter Moon),High,14.2,284
Mahannah - Archery Hunt 6,Deer Archery,Mahannah,2026-10-18,2026-10-19,20,2,1.72,1.6,Pre-Rut (Building Activity),Good (Quarter Moon),High,11.1,222
Sky Lake - PW Hunt 5,Deer Primitive Weapon,Sky Lake,2026-12-10,2026-12-12,15,3,1.72,2.02,Pre-Rut (Building Activity),Excellent (New Moon Period),Very High,25.6,384
Howard Miller - Youth Hunt 10,Deer Youth,Howard Miller,2026-12-30,2026-12-30,1,1,1.72,2.03,Peak Rut (Prime Time),Good (Quarter Moon),Very High,21.0,21
Calling Panther - Archery Hunt 5,Deer Archery,Calling Panther,2026-10-29,2026-11-01,4,4,1.71,1.59,Pre-Rut (Building Activity),Good (Quarter Moon),High,16.5,66
Calling Panther - Archery Hunt 16,Deer Archery,Calling Panther,2027-01-14,2027-01-17,4,4,1.71,1.59,Post-Rut (Recovery Period),Good (Quarter Moon),High,13.0,52
Pascagoula River (LBTC Unit) - Gun Hunt 2,Deer Gun,Pascagoula River (LBTC Unit),2026-12-10,2026-12-13,6,4,1.71,2.01,Pre-Rut (Building Activity),Excellent (New Moon Period),Very High,25.0,150
Sky Lake - PW Hunt 11,Deer Primitive Weapon,Sky Lake,2027-01-21,2027-01-23,15,3,1.71,1.15,Late Season (Food Focus),Fair (Neutral),Moderate,5.13,77
Mahannah - PW Hunt 2,Deer Primitive Weapon,Mahannah,2026-11-08,2026-11-09,20,2,1.7,2.0,Pre-Rut (Building Activity),Excellent (New Moon Period),Very High,26.8,536
Howard Miller - Youth Hunt 7,Deer Youth,Howard Miller,2026-12-25,2026-12-25,1,1,1.7,1.56,Pre-Peak Rut (Chasing Activity),Fair (Neutral),High,13.0,13
Calling Panther - Archery Hunt 2,Deer Archery,Calling Panther,2026-10-08,2026-10-11,4,4,1.69,1.99,Pre-Rut (Building Activity),Excellent (New Moon Period),Very High,25.75,103
Calling Panther - Archery Hunt 11,Deer Archery,Calling Panther,2026-12-10,2026-12-13,4,4,1.69,1.99,Pre-Rut (Building Activity),Excellent (New Moon Period),Very High,22.25,89
Calling Panther - Archery Hunt 17,Deer Archery,Calling Panther,2027-01-21,2027-01-24,4,4,1.68,1.12,Late Season (Food Focus),Fair (Neutral),Moderate,8.5,34
Mahannah - Archery Hunt 7,Deer Archery,Mahannah,2026-10-22,2026-10-23,20,2,1.68,1.54,Pre-Rut (Building Activity),Fair (Neutral),High,10.5,210
Mahannah - Archery Hunt 9,Deer Archery,Mahannah,2026-10-29,2026-10-30,20,2,1.68,1.54,Pre-Rut (Building Activity),Fair (Neutral),High,13.75,275
Pascagoula River (LBTC Unit) - Archery Hunt 2,Deer Archery,Pascagoula River (LBTC Unit),2026-10-22,2026-10-25,12,4,1.68,1.55,Pre-Rut (Building Activity),Fair (Neutral),High,10.5,126
Phil Bryant (Ten Point Unit) - Gun Hunt 2,Deer Gun,Phil Bryant (Ten Point Unit),2026-12-10,2026-12-13,24,4,1.68,2.19,Pre-Rut (Building Activity),Excellent (New Moon Period),Extreme,60.88,1461
Sky Lake - PW Hunt 6,Deer Primitive Weapon,Sky Lake,2026-12-17,2026-12-19,15,3,1.68,1.97,Pre-Peak Rut (Chasing Activity),Good (Quarter Moon),Very High,30.6,459
Phil Bryant (Backwoods Unit) - Archery Hunt 2,Deer Group,Phil Bryant (Backwoods Unit),2026-10-07,2026-10-11,16,5,1.68,2.19,Pre-Rut (Building Activity),Excellent (New Moon Period),Extreme,58.75,235
Phil Bryant (Backwoods Unit) - Gun Hunt 4,Deer Group,Phil Bryant (Backwoods Unit),2026-12-09,2026-12-13,16,5,1.68,2.19,Pre-Rut (Building Activity),Excellent (New Moon Period),Extreme,635.0,2540
Phil Bryant (Backwoods Unit) - Gun Hunt 6,Deer Group,Phil Bryant (Backwoods Unit),2027-01-06,2027-01-10,16,5,1.68,2.19,Post-Rut (Recovery Period),Excellent (New Moon Period),Extreme,539.25,2157
Calling Panther - Archery Hunt 9,Deer Archery,Calling Panther,2026-11-26,2026-11-29,4,4,1.67,1.53,Pre-Rut (Building Activity),Fair (Neutral),High,11.75,47
Muscadine Farms - (Washington Tract) Youth Hunt 2,Deer Youth,Muscadine Farms,2026-11-13,2026-11-15,1,3,1.67,1.52,Pre-Rut (Building Activity),Good (Quarter Moon),High,17.0,17
Calling Panther - Archery Hunt 12,Deer Archery,Calling Panther,2026-12-17,2026-12-20,4,4,1.66,1.94,Pre-Peak Rut (Chasing Activity),Good (Quarter Moon),Very High,26.5,106
Phil Bryant (Buck Bayou Unit) - Archery Hunt 1,Deer Archery,Phil Bryant (Buck Bayou Unit),2026-10-01,2026-10-02,12,2,1.66,1.52,Pre-Rut (Building Activity),Good (Quarter Moon),High,11.5,138
Cossar State Park - Senior Hunt 5,Deer Senior,Cossar State Park,2027-01-27,2027-01-31,2,5,1.66,1.29,Late Season (Food Focus),Good (Quarter Moon),Unknown (new or unmatched),,
Phil Bryant (Ten Point Unit) - Gun Hunt 3,Deer Gun,Phil Bryant (Ten Point Unit),2026-12-17,2026-12-20,24,4,1.65,2.14,Pre-Peak Rut (Chasing Activity),Good (Quarter Moon),Extreme,67.46,1619
Mahannah - Archery Hunt 8,Deer Archery,Mahannah,2026-10-25,2026-10-26,20,2,1.64,1.48,Pre-Rut (Building Activity),Fair (Neutral),High,14.7,294
Black Prairie - Gun Hunt 1,Deer Gun,Black Prairie,2026-11-05,2026-11-08,15,4,1.64,1.92,Pre-Rut (Building Activity),Good (Quarter Moon),Very High,36.67,550
Black Prairie - Gun Hunt 2,Deer Gun,Black Prairie,2026-11-12,2026-11-15,15,4,1.64,1.92,Pre-Rut (Building Activity),Good (Quarter Moon),Very High,33.87,508
Phil Bryant (Buck Bayou Unit) - Gun Hunt 3,Deer Gun,Phil Bryant (Buck Bayou Unit),2026-12-10,2026-12-11,12,2,1.64,1.92,Pre-Rut (Building Activity),Excellent (New Moon Period),Very High,38.42,461
Phil Bryant (Buck Bayou Unit) - PW Hunt 2,Deer Primitive Weapon,Phil Bryant (Buck Bayou Unit),2026-11-08,2026-11-09,12,2,1.64,1.92,Pre-Rut (Building Activity),Excellent (New Moon Period),Very High,31.33,376
Muscadine Farms - (Washington Tract) Youth Hunt 11,Deer Youth,Muscadine Farms,2027-01-15,2027-01-17,1,3,1.64,1.48,Post-Rut (Recovery Period),Good (Quarter Moon),High,20.0,20
Calling Panther - Archery Hunt 4,Deer Archery,Calling Panther,2026-10-22,2026-10-25,4,4,1.63,1.47,Pre-Rut (Building Activity),Fair (Neutral),High,17.25,69
Natchez State Park - PW Hunt 3,Deer Primitive Weapon,Natchez State Park,2026-12-24,2026-12-27,12,4,1.63,1.9,Pre-Peak Rut (Chasing Activity),Fair (Neutral),Very High,20.67,248
Twin Oaks - PW Hunt 13,Deer Primitive Weapon,Twin Oaks,2026-12-17,2026-12-18,15,2,1.63,1.9,Pre-Peak Rut (Chasing Activity),Good (Quarter Moon),Very High,24.8,372
Phil Bryant (Buck Bayou Unit) - Archery Hunt 9,Deer Archery,Phil Bryant (Buck Bayou Unit),2026-10-29,2026-10-30,12,2,1.62,1.46,Pre-Rut (Building Activity),Fair (Neutral),High,11.17,134
Muscadine Farms - (Washington Tract) Youth Hunt 1,Deer Youth,Muscadine Farms,2026-11-06,2026-11-08,1,3,1.62,1.89,Pre-Rut (Building Activity),Excellent (New Moon Period),Very High,24.0,24
Muscadine Farms - (Washington Tract) Youth Hunt 10,Deer Youth,Muscadine Farms,2027-01-08,2027-01-10,1,3,1.62,1.89,Post-Rut (Recovery Period),Excellent (New Moon Period),Very High,25.0,25
Canemount - Gun Hunt 3,Deer Gun,Canemount,2026-12-10,2026-12-13,12,4,1.6,2.07,Pre-Rut (Building Activity),Excellent (New Moon Period),Extreme,61.92,743
Canemount - Gun Hunt 7,Deer Gun,Canemount,2027-01-07,2027-01-10,12,4,1.6,2.07,Post-Rut (Recovery Period),Excellent (New Moon Period),Extreme,49.33,592
Muscadine Farms - (Washington Tract) Youth Hunt 4,Deer Youth,Muscadine Farms,2026-11-27,2026-11-29,1,3,1.6,1.42,Pre-Rut (Building Activity),Fair (Neutral),High,16.0,16
Twin Oaks - PW Hunt 14,Deer Primitive Weapon,Twin Oaks,2026-12-20,2026-12-21,15,2,1.59,1.84,Pre-Peak Rut (Chasing Activity),Fair (Neutral),Very High,24.4,366
Twin Oaks - PW Hunt 16,Deer Primitive Weapon,Twin Oaks,2026-12-27,2026-12-28,15,2,1.59,1.84,Pre-Peak Rut (Chasing Activity),Fair (Neutral),Very High,21.07,316
Cossar State Park - Limited Weapon Hunt 2,Deer Group,Cossar State Park,2026-12-09,2026-12-13,3,5,1.59,2.05,Pre-Rut (Building Activity),Excellent (New Moon Period),Extreme,299.0,299
Phil Bryant (Buck Bayou Unit) - Archery Hunt 8,Deer Archery,Phil Bryant (Buck Bayou Unit),2026-10-25,2026-10-26,12,2,1.58,1.4,Pre-Rut (Building Activity),Fair (Neutral),High,11.5,138
Canemount - Youth Hunt 1,Deer Youth,Canemount,2026-11-12,2026-11-15,6,4,1.58,1.83,Pre-Rut (Building Activity),Good (Quarter Moon),Very High,24.0,144
Mahannah - Gun Hunt 2,Deer Gun,Mahannah,2026-12-06,2026-12-07,20,2,1.57,1.82,Pre-Rut (Building Activity),Good (Quarter Moon),Very High,37.55,751
Mahannah - PW Hunt 1,Deer Primitive Weapon,Mahannah,2026-11-05,2026-11-06,20,2,1.57,1.82,Pre-Rut (Building Activity),Good (Quarter Moon),Very High,26.2,524
Mahannah - PW Hunt 3,Deer Primitive Weapon,Mahannah,2026-11-12,2026-11-13,20,2,1.57,1.82,Pre-Rut (Building Activity),Good (Quarter Moon),Very High,27.2,544
Canemount - Gun Hunt 4,Deer Gun,Canemount,2026-12-17,2026-12-20,12,4,1.56,2.02,Pre-Peak Rut (Chasing Activity),Good (Quarter Moon),Extreme,81.42,977
Phil Bryant (Backwoods Unit) - Gun Hunt 5,Deer Group,Phil Bryant (Backwoods Unit),2026-12-23,2026-12-27,16,5,1.56,2.02,Pre-Peak Rut (Chasing Activity),Fair (Neutral),Extreme,379.75,1519
Mahannah - Gun Hunt 3,Deer Gun,Mahannah,2026-12-10,2026-12-11,20,2,1.55,2.0,Pre-Rut (Building Activity),Excellent (New Moon Period),Extreme,46.65,933
Cossar State Park - Limited Weapon Hunt 3,Deer Group,Cossar State Park,2026-12-16,2026-12-20,3,5,1.55,2.0,Pre-Peak Rut (Chasing Activity),Good (Quarter Moon),Extreme,297.0,297
Phil Bryant (Backwoods Unit) - Gun Hunt 1,Deer Group,Phil Bryant (Backwoods Unit),2026-11-04,2026-11-08,16,5,1.55,2.0,Pre-Rut (Building Activity),Good (Quarter Moon),Extreme,336.75,1347
Phil Bryant (Backwoods Unit) - Gun Hunt 2,Deer Group,Phil Bryant (Backwoods Unit),2026-11-11,2026-11-15,16,5,1.55,2.0,Pre-Rut (Building Activity),Good (Quarter Moon),Extreme,449.25,1797
Twin Oaks - PW Hunt 12,Deer Primitive Weapon,Twin Oaks,2026-12-13,2026-12-14,15,2,1.54,1.77,Pre-Rut (Building Activity),Good (Quarter Moon),Very High,22.33,335
Natchez State Park - Primitive Weapon Hunt 1,Deer Group,Natchez State Park,2026-12-10,2026-12-13,4,4,1.54,1.99,Pre-Rut (Building Activity),Excellent (New Moon Period),Extreme,701.0,701
Trim Cane - Youth Hunt 5,Deer Youth,Trim Cane,2027-01-23,2027-01-23,6,1,1.54,0.92,Late Season (Food Focus),Fair (Neutral),Moderate,5.67,34
Phil Bryant (Buck Bayou Unit) - Gun Hunt 2,Deer Gun,Phil Bryant (Buck Bayou Unit),2026-12-06,2026-12-07,12,2,1.52,1.74,Pre-Rut (Building Activity),Good (Quarter Moon),Very High,32.42,389
Phil Bryant (Buck Bayou Unit) - PW Hunt 1,Deer Primitive Weapon,Phil Bryant (Buck Bayou Unit),2026-11-05,2026-11-06,12,2,1.52,1.74,Pre-Rut (Building Activity),Good (Quarter Moon),Very High,30.42,365
Phil Bryant (Buck Bayou Unit) - PW Hunt 3,Deer Primitive Weapon,Phil Bryant (Buck Bayou Unit),2026-11-12,2026-11-13,12,2,1.52,1.74,Pre-Rut (Building Activity),Good (Quarter Moon),Very High,36.5,438
Mahannah - Gun Hunt 5,Deer Gun,Mahannah,2026-12-17,2026-12-18,20,2,1.51,1.95,Pre-Peak Rut (Chasing Activity),Good (Quarter Moon),Extreme,59.8,1196
Natchez State Park - Primitive Weapon Hunt 2,Deer Group,Natchez State Park,2026-12-17,2026-12-20,4,4,1.51,1.94,Pre-Peak Rut (Chasing Activity),Good (Quarter Moon),Extreme,796.0,796
Howard Miller - Youth Hunt 2,Deer Youth,Howard Miller,2026-12-16,2026-12-16,1,1,1.51,1.72,Pre-Peak Rut (Chasing Activity),Good (Quarter Moon),Very High,33.0,33
Canemount - Archery Hunt 3,Deer Archery,Canemount,2026-10-15,2026-10-18,12,4,1.5,1.71,Pre-Rut (Building Activity),Good (Quarter Moon),Very High,28.75,345
Natchez State Park - PW Hunt 2,Deer Primitive Weapon,Natchez State Park,2026-12-03,2026-12-06,12,4,1.5,1.71,Pre-Rut (Building Activity),Good (Quarter Moon),Very High,25.0,300
Riverfront - Archery Hunt 1,Deer Archery,Riverfront,2026-11-06,2026-11-08,4,3,1.49,1.92,Pre-Rut (Building Activity),Excellent (New Moon Period),Extreme,75.75,303
Muscadine Farms - (Washington Tract) Youth Hunt 5,Deer Youth,Muscadine Farms,2026-12-04,2026-12-06,1,3,1.49,1.7,Pre-Rut (Building Activity),Good (Quarter Moon),Very High,23.0,23
Muscadine Farms - (Washington Tract) Youth Hunt 6,Deer Youth,Muscadine Farms,2026-12-11,2026-12-13,1,3,1.49,1.7,Pre-Rut (Building Activity),Good (Quarter Moon),Very High,30.0,30
Canemount - Gun Hunt 5,Deer Gun,Canemount,2026-12-24,2026-12-27,12,4,1.48,1.9,Pre-Peak Rut (Chasing Activity),Fair (Neutral),Extreme,44.75,537
Howard Miller - Youth Hunt 3,Deer Youth,Howard Miller,2026-12-18,2026-12-18,1,1,1.48,1.68,Pre-Peak Rut (Chasing Activity),Good (Quarter Moon),Very High,27.0,27
Howard Miller - Youth Hunt 9,Deer Youth,Howard Miller,2026-12-28,2026-12-28,1,1,1.48,1.68,Pre-Peak Rut (Chasing Activity),Good (Quarter Moon),Very High,23.0,23
Canemount - Archery Hunt 1,Deer Archery,Canemount,2026-10-01,2026-10-04,12,4,1.47,1.67,Pre-Rut (Building Activity),Good (Quarter Moon),Very High,30.67,368
Canemount - Archery Hunt 5,Deer Archery,Canemount,2026-10-29,2026-11-01,12,4,1.47,1.67,Pre-Rut (Building Activity),Good (Quarter Moon),Very High,35.75,429
Canemount - Gun Hunt 8,Deer Gun,Canemount,2027-01-14,2027-01-17,12,4,1.47,1.67,Post-Rut (Recovery Period),Good (Quarter Moon),Very High,29.25,351
Mahannah - Gun Hunt 6,Deer Gun,Mahannah,2026-12-20,2026-12-21,20,2,1.47,1.89,Pre-Peak Rut (Chasing Activity),Fair (Neutral),Extreme,56.8,1136
Mahannah - Gun Hunt 8,Deer Gun,Mahannah,2026-12-27,2026-12-28,20,2,1.47,1.89,Pre-Peak Rut (Chasing Activity),Fair (Neutral),Extreme,57.4,1148
Natchez State Park - PW Hunt 6,Deer Primitive Weapon,Natchez State Park,2027-01-14,2027-01-17,12,4,1.47,1.67,Post-Rut (Recovery Period),Good (Quarter Moon),Very High,20.83,250
Cossar State Park - Limited Weapon Hunt 4,Deer Group,Cossar State Park,2026-12-23,2026-12-27,3,5,1.47,1.89,Pre-Peak Rut (Chasing Activity),Fair (Neutral),Extreme,174.0,174
Phil Bryant (Buck Bayou Unit) - Gun Hunt 5,Deer Gun,Phil Bryant (Buck Bayou Unit),2026-12-17,2026-12-18,12,2,1.46,1.87,Pre-Peak Rut (Chasing Activity),Good (Quarter Moon),Extreme,57.58,691
Riverfront - PW Hunt 3,Deer Primitive Weapon,Riverfront,2026-12-18,2026-12-20,4,3,1.46,1.86,Pre-Peak Rut (Chasing Activity),Good (Quarter Moon),Extreme,181.0,724
Black Prairie - Gun Hunt 3,Deer Gun,Black Prairie,2026-11-19,2026-11-22,15,4,1.45,1.64,Pre-Rut (Building Activity),Fair (Neutral),Very High,32.07,481
Black Prairie - Gun Hunt 4,Deer Gun,Black Prairie,2026-11-26,2026-11-29,15,4,1.45,1.64,Pre-Rut (Building Activity),Fair (Neutral),Very High,37.07,556
Mahannah - Gun Hunt 1,Deer Gun,Mahannah,2026-12-03,2026-12-04,20,2,1.45,1.64,Pre-Rut (Building Activity),Good (Quarter Moon),Very High,32.6,652
Pascagoula River (LBTC Unit) - Gun Hunt 1,Deer Gun,Pascagoula River (LBTC Unit),2026-12-03,2026-12-06,6,4,1.45,1.65,Pre-Rut (Building Activity),Good (Quarter Moon),Very High,27.0,162
Mahannah - PW Hunt 4,Deer Primitive Weapon,Mahannah,2026-11-15,2026-11-16,20,2,1.45,1.64,Pre-Rut (Building Activity),Good (Quarter Moon),Very High,29.0,580
Canemount - Gun Hunt 9,Deer Gun,Canemount,2027-01-21,2027-01-24,12,4,1.44,1.2,Late Season (Food Focus),Fair (Neutral),High,19.5,234
Natchez State Park - PW Hunt 7,Deer Primitive Weapon,Natchez State Park,2027-01-21,2027-01-24,12,4,1.44,1.2,Late Season (Food Focus),Fair (Neutral),High,13.83,166
Howard Miller - Youth Hunt 4,Deer Youth,Howard Miller,2026-12-20,2026-12-20,1,1,1.44,1.62,Pre-Peak Rut (Chasing Activity),Fair (Neutral),Very High,28.0,28
Howard Miller - Youth Hunt 5,Deer Youth,Howard Miller,2026-12-21,2026-12-21,1,1,1.44,1.62,Pre-Peak Rut (Chasing Activity),Fair (Neutral),Very High,26.0,26
Canemount - Gun Hunt 1,Deer Gun,Canemount,2026-11-26,2026-11-29,12,4,1.43,1.61,Pre-Rut (Building Activity),Fair (Neutral),Very High,36.08,433
Pascagoula River (LBTC Unit) - Gun Hunt 3,Deer Gun,Pascagoula River (LBTC Unit),2027-01-14,2027-01-17,6,4,1.43,1.61,Post-Rut (Recovery Period),Good (Quarter Moon),Very High,35.33,212
Phil Bryant (Ten Point Unit) - Gun Hunt 1,Deer Gun,Phil Bryant (Ten Point Unit),2026-12-03,2026-12-06,24,4,1.43,1.83,Pre-Rut (Building Activity),Good (Quarter Moon),Extreme,43.58,1046
Phil Bryant (Backwoods Unit) - Archery Hunt 3,Deer Group,Phil Bryant (Backwoods Unit),2026-10-14,2026-10-18,16,5,1.43,1.82,Pre-Rut (Building Activity),Good (Quarter Moon),Extreme,62.25,249
Muscadine Farms - (Washington Tract) Youth Hunt 7,Deer Youth,Muscadine Farms,2026-12-18,2026-12-20,1,3,1.43,1.83,Pre-Peak Rut (Chasing Activity),Good (Quarter Moon),Extreme,50.0,50
Mahannah - Gun Hunt 4,Deer Gun,Mahannah,2026-12-13,2026-12-14,20,2,1.42,1.82,Pre-Rut (Building Activity),Good (Quarter Moon),Extreme,55.85,1117
Phil Bryant (Buck Bayou Unit) - Gun Hunt 6,Deer Gun,Phil Bryant (Buck Bayou Unit),2026-12-20,2026-12-21,12,2,1.42,1.81,Pre-Peak Rut (Chasing Activity),Fair (Neutral),Extreme,55.67,668
Phil Bryant (Buck Bayou Unit) - Gun Hunt 8,Deer Gun,Phil Bryant (Buck Bayou Unit),2026-12-27,2026-12-28,12,2,1.42,1.81,Pre-Peak Rut (Chasing Activity),Fair (Neutral),Extreme,58.42,701
Mahannah - PW Hunt 5,Deer Primitive Weapon,Mahannah,2026-11-19,2026-11-20,20,2,1.42,1.6,Pre-Rut (Building Activity),Good (Quarter Moon),Very High,32.45,649
Cossar State Park - Senior Hunt 4,Deer Senior,Cossar State Park,2027-01-20,2027-01-24,2,5,1.42,1.18,Late Season (Food Focus),Fair (Neutral),High,12.5,25
Calling Panther - Archery Hunt 1,Deer Archery,Calling Panther,2026-10-01,2026-10-04,4,4,1.41,1.59,Pre-Rut (Building Activity),Good (Quarter Moon),Very High,26.5,106
Riverfront - PW Hunt 4,Deer Primitive Weapon,Riverfront,2026-12-25,2026-12-27,4,3,1.41,1.8,Pre-Peak Rut (Chasing Activity),Fair (Neutral),Extreme,127.5,510
Phil Bryant (Backwoods Unit) - Archery Hunt 5,Deer Group,Phil Bryant (Backwoods Unit),2026-10-28,2026-11-01,16,5,1.4,1.78,Pre-Rut (Building Activity),Good (Quarter Moon),Extreme,78.25,313
Phil Bryant (Buck Bayou Unit) - Gun Hunt 1,Deer Gun,Phil Bryant (Buck Bayou Unit),2026-12-03,2026-12-04,12,2,1.39,1.56,Pre-Rut (Building Activity),Good (Quarter Moon),Very High,26.83,322
Muscadine Farms - (Washington Tract) Youth Hunt 8,Deer Youth,Muscadine Farms,2026-12-25,2026-12-27,1,3,1.39,1.77,Pre-Peak Rut (Chasing Activity),Fair (Neutral),Extreme,53.0,53
Canemount - Archery Hunt 4,Deer Archery,Canemount,2026-10-22,2026-10-25,12,4,1.38,1.55,Pre-Rut (Building Activity),Fair (Neutral),Very High,32.33,388
Canemount - Youth Hunt 2,Deer Youth,Canemount,2026-11-19,2026-11-22,6,4,1.38,1.55,Pre-Rut (Building Activity),Fair (Neutral),Very High,25.5,153
Phil Bryant (Buck Bayou Unit) - Gun Hunt 4,Deer Gun,Phil Bryant (Buck Bayou Unit),2026-12-13,2026-12-14,12,2,1.37,1.74,Pre-Rut (Building Activity),Good (Quarter Moon),Extreme,49.75,597
Riverfront - PW Hunt 1,Deer Primitive Weapon,Riverfront,2026-12-04,2026-12-06,4,3,1.36,1.73,Pre-Rut (Building Activity),Good (Quarter Moon),Extreme,184.25,737
Riverfront - PW Hunt 2,Deer Primitive Weapon,Riverfront,2026-12-11,2026-12-13,4,3,1.36,1.73,Pre-Rut (Building Activity),Good (Quarter Moon),Extreme,194.75,779
Phil Bryant (Backwoods Unit) - Gun Hunt 3,Deer Group,Phil Bryant (Backwoods Unit),2026-11-18,2026-11-22,16,5,1.36,1.72,Pre-Rut (Building Activity),Fair (Neutral),Extreme,488.0,1952
Canemount - Gun Hunt 2,Deer Gun,Canemount,2026-12-03,2026-12-06,12,4,1.35,1.71,Pre-Rut (Building Activity),Good (Quarter Moon),Extreme,43.75,525
Phil Bryant (Backwoods Unit) - Archery Hunt 1,Deer Group,Phil Bryant (Backwoods Unit),2026-10-01,2026-10-04,16,4,1.35,1.71,Pre-Rut (Building Activity),Good (Quarter Moon),Extreme,68.25,273
Mahannah - PW Hunt 6,Deer Primitive Weapon,Mahannah,2026-11-22,2026-11-23,20,2,1.34,1.48,Pre-Rut (Building Activity),Fair (Neutral),Very High,34.75,695
Mahannah - PW Hunt 7,Deer Primitive Weapon,Mahannah,2026-11-26,2026-11-27,20,2,1.34,1.48,Pre-Rut (Building Activity),Fair (Neutral),Very High,34.75,695
Cossar State Park - Limited Weapon Hunt 1,Deer Group,Cossar State Park,2026-12-02,2026-12-06,3,5,1.34,1.69,Pre-Rut (Building Activity),Good (Quarter Moon),Extreme,304.0,304
